video_id,title,category_id,video_duration,tags_count,views,thumbnail_link,description_length,time_duration,published_at,keyword,thumbnail_path,object_complexity,element_complexity,brightness,colorfulness
SMjIsXuXNk8,前髪切るのに失敗しちゃった,24,39.0,0,2759274,https://i.ytimg.com/vi/SMjIsXuXNk8/hqdefault.jpg,0,152,2025-02-13T03:34:14Z,メイク,thumbnails/SMjIsXuXNk8.jpg,5.0,2.0,48.9278125,31.0397530574162
fsw3aJlnrpk,海外ガールメイク！マシュマロパンチのしなこちゃんがかわいすぎて真似しちゃった💖,20,109.0,0,2532429,https://i.ytimg.com/vi/fsw3aJlnrpk/hqdefault.jpg,0,153,2025-02-12T14:16:14Z,メイク,thumbnails/fsw3aJlnrpk.jpg,3.0,1.0,74.7777835648148,47.13880941120809
RX-XyPWImp4,愛が深すぎる夫の、異常な視線。　　　　　#shorts,26,60.0,3,2322760,https://i.ytimg.com/vi/RX-XyPWImp4/hqdefault.jpg,1146,145,2025-02-20T09:43:45Z,メイク,thumbnails/RX-XyPWImp4.jpg,4.0,1.0,69.4158506944444,20.8762933608253
aWo5tP7UTdM,キャバ嬢メイクしてみた！！,22,79.0,0,2483454,https://i.ytimg.com/vi/aWo5tP7UTdM/hqdefault.jpg,0,150,2025-02-15T12:00:03Z,メイク,thumbnails/aWo5tP7UTdM.jpg,1.0,1.0,81.1125752314815,13.9583785575961
HE9I8cc495s,夫をメイクで韓国アイドルに変身させたら…          #shorts,26,60.0,4,2302935,https://i.ytimg.com/vi/HE9I8cc495s/hqdefault.jpg,1168,157,2025-02-08T08:38:40Z,メイク,thumbnails/HE9I8cc495s.jpg,3.0,1.0,52.8572916666667,30.7056744368845
-_qYEyR0e08,容赦のない友人が平成女児チョコASMRをしてくれました,26,60.0,0,2131686,https://i.ytimg.com/vi/-_qYEyR0e08/hqdefault.jpg,23,154,2025-02-11T08:00:00Z,メイク,thumbnails/-_qYEyR0e08.jpg,4.0,1.0,100.609282407407,50.668699420594
tF3reWkv4S4,顔がデカいと言われたのでプロに任せてみたら、夫の反応が…        #shorts,26,60.0,4,2051700,https://i.ytimg.com/vi/tF3reWkv4S4/hqdefault.jpg,1179,164,2025-02-01T09:01:03Z,メイク,thumbnails/tF3reWkv4S4.jpg,4.0,1.0,80.2760069444445,23.6913565123823
00velBYGOLY,黒肌命ギャルが白肌でギャルメイクしてみた‼️‼️🥹💖,22,61.0,0,2064901,https://i.ytimg.com/vi/00velBYGOLY/hqdefault.jpg,0,162,2025-02-03T11:00:01Z,メイク,thumbnails/00velBYGOLY.jpg,2.0,1.0,55.2489814814815,32.3317451944974
tplR5uqKixo,愛が深すぎる夫の異常な感覚。　　　　　　#shorts,26,60.0,4,1854658,https://i.ytimg.com/vi/tplR5uqKixo/hqdefault.jpg,1144,165,2025-01-31T09:01:08Z,メイク,thumbnails/tplR5uqKixo.jpg,5.0,2.0,65.2662384259259,20.6344657797483
cr7Eh1d1ofE,貼るコスメでメイクしたらwwえwww #マリリン #メイク #asmr,26,116.0,0,2183766,https://i.ytimg.com/vi/cr7Eh1d1ofE/hqdefault.jpg,0,143,2025-02-22T10:33:41Z,メイク,thumbnails/cr7Eh1d1ofE.jpg,3.0,2.0,93.1356481481482,21.5025303644642
f5EKy07iBdI,"""男が萎えるメイク""を完全再現してみたら夫が…　　　　　#shorts",26,60.0,3,1838784,https://i.ytimg.com/vi/f5EKy07iBdI/hqdefault.jpg,1146,143,2025-02-22T08:45:43Z,メイク,thumbnails/f5EKy07iBdI.jpg,4.0,2.0,87.5444849537037,30.9419434109253
nH72XG4-izM,【GRWM】鬱明け1番最初に遊んだ活動者さんは…❤︎ #shorts,24,180.0,12,1872949,https://i.ytimg.com/vi/nH72XG4-izM/hqdefault.jpg,443,142,2025-02-23T12:04:42Z,メイク,thumbnails/nH72XG4-izM.jpg,3.0,1.0,83.6325983796296,27.1540644030725
NZB3vr9PyDc,容赦のない友人が平成コスメASMRをしてくれました,26,60.0,0,1892905,https://i.ytimg.com/vi/NZB3vr9PyDc/hqdefault.jpg,20,145,2025-02-20T08:00:17Z,メイク,thumbnails/NZB3vr9PyDc.jpg,5.0,2.0,102.75099537037,29.8661891743165
5Hl6sI15w_M,【鼻の下の毛穴の隠し方】 #毛穴レス #毛穴カバー #毛穴の開き #毛穴,26,26.0,0,1694744,https://i.ytimg.com/vi/5Hl6sI15w_M/hqdefault.jpg,0,159,2025-02-06T12:02:00Z,メイク,thumbnails/5Hl6sI15w_M.jpg,3.0,2.0,109.345908564815,44.5630312834201
rip114kl2Rs,【買って後悔…】CANMAKEで買って損したリピなしコスメ集!! #shorts #美容 #プチプラコスメ #canmake #キャンメイク #リピなしコスメ,22,38.0,0,2032244,https://i.ytimg.com/vi/rip114kl2Rs/hqdefault.jpg,0,167,2025-01-29T10:01:03Z,メイク,thumbnails/rip114kl2Rs.jpg,4.0,2.0,88.4061516203704,35.8314416006597
2F09sY2OYEM,プリキュアコスメを使ってふたりはプリキュアメイク #マリリン #asmr #makeuptutorial,26,124.0,0,1893435,https://i.ytimg.com/vi/2F09sY2OYEM/hqdefault.jpg,0,161,2025-02-04T12:19:26Z,メイク,thumbnails/2F09sY2OYEM.jpg,2.0,1.0,97.0384259259259,29.6514431904049
ghZnPIcvgQ4,冬の儚げメイク研究したよ🥰❄#メイク #makeup #アニメ #ショートアニメ #animation,22,13.0,0,2013010,https://i.ytimg.com/vi/ghZnPIcvgQ4/hqdefault.jpg,0,153,2025-02-12T11:01:03Z,メイク,thumbnails/ghZnPIcvgQ4.jpg,1.0,1.0,123.997361111111,28.2110100443243
yhOSmsl9dLo,コスプレ未経験の友達をキュアワンダフルにしてみた結果。​⁠@noponopisu2,10,62.0,0,1803815,https://i.ytimg.com/vi/yhOSmsl9dLo/hqdefault.jpg,0,165,2025-01-31T11:45:35Z,メイク,thumbnails/yhOSmsl9dLo.jpg,4.0,1.0,109.841637731481,26.1812167646254
nbGyWOejieo,ちゃんみなカラコン使って久々パンクメイクに挑戦💣🔥,26,59.0,0,1599750,https://i.ytimg.com/vi/nbGyWOejieo/hqdefault.jpg,0,157,2025-02-08T09:58:59Z,メイク,thumbnails/nbGyWOejieo.jpg,3.0,1.0,49.2010300925926,34.1905926908026
E8b4A7NCG-4,厚化粧の配信者に肌加工0でライト消して見せろ！と言った結果...,26,50.0,0,1479391,https://i.ytimg.com/vi/E8b4A7NCG-4/hqdefault.jpg,0,152,2025-02-13T10:41:16Z,メイク,thumbnails/E8b4A7NCG-4.jpg,2.0,1.0,88.9490972222222,38.2976823160393
2AkU1XcobGU,うんともちゃんとメイク交換💓,22,146.0,0,1367430,https://i.ytimg.com/vi/2AkU1XcobGU/hqdefault.jpg,0,163,2025-02-02T11:56:18Z,メイク,thumbnails/2AkU1XcobGU.jpg,5.0,1.0,75.3161863425926,21.9903148271241
f8us_2Cywbg,衝撃発表⁉️メイク工程初公開‼️‼️#shorts #メイク,22,89.0,0,1359015,https://i.ytimg.com/vi/f8us_2Cywbg/hqdefault.jpg,0,137,2025-02-28T05:52:57Z,メイク,thumbnails/f8us_2Cywbg.jpg,1.0,1.0,72.7975462962963,25.1067872614441
h0ZO3MKzKSQ,"全部""貼るコスメ""だけでメイクしてみたら、夫の反応が…           #shorts",26,60.0,3,1242849,https://i.ytimg.com/vi/h0ZO3MKzKSQ/hqdefault.jpg,1146,141,2025-02-24T09:44:23Z,メイク,thumbnails/h0ZO3MKzKSQ.jpg,3.0,1.0,67.8353240740741,29.831632463339
MtDKKHxt9lg,今日のメイクも可愛くない？💄✨Isn't today's makeup cute?💄✨,22,60.0,0,1279384,https://i.ytimg.com/vi/MtDKKHxt9lg/hqdefault.jpg,0,142,2025-02-23T03:00:17Z,メイク,thumbnails/MtDKKHxt9lg.jpg,2.0,1.0,80.1400810185185,23.5215819290119
w5SHTh5Xcto,急遽すきぴにお昼誘われてフルメイクした結果...ウエルシア最強すぎた😭✨　#shorts,24,130.0,0,1270526,https://i.ytimg.com/vi/w5SHTh5Xcto/hqdefault.jpg,39,154,2025-02-11T10:01:03Z,メイク,thumbnails/w5SHTh5Xcto.jpg,5.0,2.0,85.6613888888889,47.9614884084394
klgmGGSk4H0,口角ラインって描く場所とコツだけ..⁉️⁉️(  ᵒ̴̶̷᷄👄ᵒ̴̶̷᷅  )#shorts #メイク,22,15.0,0,1186168,https://i.ytimg.com/vi/klgmGGSk4H0/hqdefault.jpg,0,156,2025-02-09T06:47:17Z,メイク,thumbnails/klgmGGSk4H0.jpg,1.0,1.0,96.6291840277778,23.3974949778688
gHfzR1kEd4s,化粧でここまで変わる！？まるで魔法のビフォーアフター！✨,24,28.0,8,1087979,https://i.ytimg.com/vi/gHfzR1kEd4s/hqdefault.jpg,216,158,2025-02-07T07:00:21Z,メイク,thumbnails/gHfzR1kEd4s.jpg,2.0,2.0,32.7688483796296,26.4655034404494
O-H_jiBGI6o,【大転子引っ込めるトレ】 #ダイエット #ボディメイク #宅トレ #バレエ #バレリーナ #産後ダイエット,22,28.0,0,1286416,https://i.ytimg.com/vi/O-H_jiBGI6o/hqdefault.jpg,0,145,2025-02-20T04:53:47Z,メイク,thumbnails/O-H_jiBGI6o.jpg,3.0,1.0,103.873576388889,19.2843628320881
R_6RK_Q-4Uw,子供用コスメでおメイクしてみた💄,22,81.0,0,1107086,https://i.ytimg.com/vi/R_6RK_Q-4Uw/hqdefault.jpg,0,141,2025-02-24T12:00:38Z,メイク,thumbnails/R_6RK_Q-4Uw.jpg,2.0,1.0,83.1286863425926,16.7703176660447
j_FMZ_6PAZQ,デート準備する朝VLOG🪞💐全部1軍アイテムで準備したから参考になるといいな🍧✊🏻#PR #トナーパッド #SKIN1004japan #メガ割 #準備動画  #モーニングルーティン,22,61.0,0,1185191,https://i.ytimg.com/vi/j_FMZ_6PAZQ/hqdefault.jpg,0,138,2025-02-27T10:00:52Z,メイク,thumbnails/j_FMZ_6PAZQ.jpg,8.0,5.0,96.1746469907407,16.8493884776997
C9Qfcjf7L-I,Beast Games | Episode 1 (Full Episode),22,2135.0,0,42551576,https://i.ytimg.com/vi/C9Qfcjf7L-I/hqdefault.jpg,340,153,2025-02-12T17:00:00Z,ゲーム,thumbnails/C9Qfcjf7L-I.jpg,15.0,1.0,73.7463657407407,82.3187575732245
Yv8xg0FMDXw,Beast Games | Episode 2 (Full Episode),22,2563.0,0,39335834,https://i.ytimg.com/vi/Yv8xg0FMDXw/hqdefault.jpg,237,153,2025-02-12T17:02:00Z,ゲーム,thumbnails/Yv8xg0FMDXw.jpg,14.0,1.0,70.6794039351852,86.2239878291335
3uKsaGRK3yw,Beast Games | Episode 3 (Full Episode),22,2337.0,0,30146236,https://i.ytimg.com/vi/3uKsaGRK3yw/hqdefault.jpg,389,153,2025-02-12T17:04:00Z,ゲーム,thumbnails/3uKsaGRK3yw.jpg,2.0,1.0,92.4518113425926,99.8778887591666
pBNOmFXtJGs,【イカゲーム】黒幕こいつだったの！,22,11.0,0,24278320,https://i.ytimg.com/vi/pBNOmFXtJGs/hqdefault.jpg,0,162,2025-02-03T07:41:59Z,ゲーム,thumbnails/pBNOmFXtJGs.jpg,2.0,1.0,29.0509490740741,37.04495938924791
zn691ajbPM8,Squid Game Puzzle 😱,24,51.0,0,18010695,https://i.ytimg.com/vi/zn691ajbPM8/hqdefault.jpg,0,149,2025-02-16T19:22:40Z,ゲーム,thumbnails/zn691ajbPM8.jpg,5.0,1.0,57.9671759259259,54.6843022891879
pkPP2ztTxHM,Squid Game x Sprunki - Mingle Game in VR 360°!,24,226.0,21,13874551,https://i.ytimg.com/vi/pkPP2ztTxHM/hqdefault.jpg,419,161,2025-02-04T13:18:07Z,ゲーム,thumbnails/pkPP2ztTxHM.jpg,2.0,2.0,63.2336226851852,58.5356101223565
a_hbm-IfisU,I Learned Extreme Camouflage To Survive Squid Game!,24,4595.0,34,12156183,https://i.ytimg.com/vi/a_hbm-IfisU/hqdefault.jpg,582,143,2025-02-22T13:00:05Z,ゲーム,thumbnails/a_hbm-IfisU.jpg,7.0,2.0,69.4338136574074,104.829703458879
dLpA-VQoHp4,I Survived Squid Game 2 In Real Life!,24,1826.0,34,11039480,https://i.ytimg.com/vi/dLpA-VQoHp4/hqdefault.jpg,455,150,2025-02-15T13:44:15Z,ゲーム,thumbnails/dLpA-VQoHp4.jpg,6.0,1.0,116.054247685185,94.0277543076918
nJ-5OJlH52E,【イカゲーム2お菓子】原宿系イカゲーム!成功できるのか!? #shorts #오징어게임 #squidgame2 #dalgona #koreanfood #viral #asmr,22,16.0,0,8788758,https://i.ytimg.com/vi/nJ-5OJlH52E/hqdefault.jpg,0,164,2025-02-01T09:00:53Z,ゲーム,thumbnails/nJ-5OJlH52E.jpg,1.0,1.0,88.7049652777778,58.0206613040683
-xwNZTUVcv8,男だけができるというゲーム,1,60.0,0,8705871,https://i.ytimg.com/vi/-xwNZTUVcv8/hqdefault.jpg,5,160,2025-02-05T16:18:16Z,ゲーム,thumbnails/-xwNZTUVcv8.jpg,12.0,2.0,77.35609375,30.1669692670524
6KJXROKpwf4,What's In Thanos Necklace (Squid Game),22,45.0,5,9636802,https://i.ytimg.com/vi/6KJXROKpwf4/hqdefault.jpg,44,155,2025-02-10T16:10:49Z,ゲーム,thumbnails/6KJXROKpwf4.jpg,3.0,2.0,74.6638888888889,37.0976909370929
s56sX6ioLW8,...これを初めに知りたかった...泣【マイクラ】,20,121.0,11,7587003,https://i.ytimg.com/vi/s56sX6ioLW8/hqdefault.jpg,102,154,2025-02-11T01:09:14Z,ゲーム,thumbnails/s56sX6ioLW8.jpg,0.0,0.0,94.1428935185185,58.2628423927986
smEQtcoDDpo,ヒーローウォーズの世界にどっぷりハマり中🔥ヒーローウォーズ #ゲーム #ゲーミング #基本プレイ無料 #rpg  #楽しい #面白い #アイオーエス #アンドロイド #fyp #moba  #mmo,22,60.0,0,6703655,https://i.ytimg.com/vi/smEQtcoDDpo/hqdefault.jpg,0,157,2025-02-08T09:30:20Z,ゲーム,thumbnails/smEQtcoDDpo.jpg,1.0,1.0,88.9513136574074,58.3818139620775
ggPFkgukDWA,世界中で大流行している化け物ホラーゲーム『 Poppy Playtime Chapter 4 』,20,18838.0,12,5759339,https://i.ytimg.com/vi/ggPFkgukDWA/hqdefault.jpg,828,163,2025-02-02T09:41:40Z,ゲーム,thumbnails/ggPFkgukDWA.jpg,1.0,1.0,44.8505902777778,93.0667329775594
yXBfT2hV0eY,親友にアキネーターゲームだと思わせて黒歴史晒してみたww,22,60.0,0,6787439,https://i.ytimg.com/vi/yXBfT2hV0eY/hqdefault.jpg,104,138,2025-02-27T07:18:45Z,ゲーム,thumbnails/yXBfT2hV0eY.jpg,3.0,2.0,76.8278240740741,23.1121330309364
fOpUfyUdSkk,殺人鬼にバレないようにおならする広告ゲームがやばすぎる【ナイトメア・パズル】【creepy puzzles】,20,54.0,7,5549572,https://i.ytimg.com/vi/fOpUfyUdSkk/hqdefault.jpg,207,150,2025-02-15T09:01:21Z,ゲーム,thumbnails/fOpUfyUdSkk.jpg,9.0,5.0,84.8280787037037,31.784397346057
ha7oeJrJAvI,何故か全世界でバズった「踊るノコノコ」ミーム #任天堂 #ゲーム雑学 #マリオ,20,42.0,0,5166406,https://i.ytimg.com/vi/ha7oeJrJAvI/hqdefault.jpg,0,155,2025-02-10T09:30:27Z,ゲーム,thumbnails/ha7oeJrJAvI.jpg,0.0,0.0,118.160248842593,16.116609767397
ERISbJQ9tZc,イカゲームが作られる過程,1,54.0,0,4567757,https://i.ytimg.com/vi/ERISbJQ9tZc/hqdefault.jpg,2,141,2025-02-24T08:28:00Z,ゲーム,thumbnails/ERISbJQ9tZc.jpg,1.0,1.0,34.5117534722222,23.271658664491
VYH6rHBlcho,オリジナルドリンクに入れる？入れない？ #Shorts #おうちドリンク #ドッキリ #ゲーム #親子 #こっちゃん,24,51.0,0,5263162,https://i.ytimg.com/vi/VYH6rHBlcho/hqdefault.jpg,0,137,2025-02-28T08:00:23Z,ゲーム,thumbnails/VYH6rHBlcho.jpg,6.0,2.0,72.2782175925926,26.0360884675028
oNRn7U8fXRc,【イカゲームメドレー】歌って踊って遊んでみた。『イカゲーム2』,23,221.0,0,4471683,https://i.ytimg.com/vi/oNRn7U8fXRc/hqdefault.jpg,268,146,2025-02-19T09:00:56Z,ゲーム,thumbnails/oNRn7U8fXRc.jpg,5.0,1.0,94.290775462963,132.361405417437
O6oGYFUjhCs,シゲキ回避 シークレットミッション【Stimulus avoidance】 #ゲーム #スマホゲーム #shorts,20,60.0,6,4454254,https://i.ytimg.com/vi/O6oGYFUjhCs/hqdefault.jpg,0,167,2025-01-29T08:00:19Z,ゲーム,thumbnails/O6oGYFUjhCs.jpg,1.0,1.0,128.573385416667,36.2953327595764
mxwvBn5iQRs,極小数の人しか持ってないレアな3DS#ゲーム雑学 #任天堂 #ゲーム,20,47.0,0,4817656,https://i.ytimg.com/vi/mxwvBn5iQRs/hqdefault.jpg,0,146,2025-02-19T09:30:21Z,ゲーム,thumbnails/mxwvBn5iQRs.jpg,0.0,0.0,120.284554398148,28.4520361251195
TUOrO7DWa6A,【LINE】INZMゲームしようぜ【アフレコ】,23,36.0,0,5006188,https://i.ytimg.com/vi/TUOrO7DWa6A/hqdefault.jpg,0,142,2025-02-23T09:00:28Z,ゲーム,thumbnails/TUOrO7DWa6A.jpg,1.0,1.0,77.0214641203704,36.437494038967905
QMT50W_pd0U,アイテムとったら即終了するマリメコース！！！！！　#マリオメーカー2  #ゲーム実況 #ニンテンドースイッチ,20,58.0,0,4870328,https://i.ytimg.com/vi/QMT50W_pd0U/hqdefault.jpg,0,159,2025-02-06T03:00:28Z,ゲーム,thumbnails/QMT50W_pd0U.jpg,0.0,0.0,42.3610416666667,76.4392740585616
mtsQLXz26AY,イカゲーム中にピザを頼んだら,22,47.0,0,4014479,https://i.ytimg.com/vi/mtsQLXz26AY/hqdefault.jpg,3,140,2025-02-25T08:00:40Z,ゲーム,thumbnails/mtsQLXz26AY.jpg,4.0,3.0,54.2648726851852,51.417538173258706
tyPxExvKqC4,任天堂公式のマリオWiiのプレイが上手すぎた #ゲーム雑学 #任天堂 #マリオ,20,46.0,0,3864546,https://i.ytimg.com/vi/tyPxExvKqC4/hqdefault.jpg,0,166,2025-01-30T09:30:19Z,ゲーム,thumbnails/tyPxExvKqC4.jpg,0.0,0.0,106.545028935185,22.6867807902244
ZMe5wM4LwwI,DI:Verse「フュージョン」 プロジェクトセカイ×あんさんぶるスターズ！！スペシャルコラボ ゲームサイズMV,20,139.0,3,3797234,https://i.ytimg.com/vi/ZMe5wM4LwwI/hqdefault.jpg,720,153,2025-02-12T09:00:42Z,ゲーム,thumbnails/ZMe5wM4LwwI.jpg,8.0,1.0,86.8880844907407,79.2255938379588
f4Is3wg951g,『イカゲーム見過ぎてる教室-前半-』#本日も絶体絶命 #ショートコント,23,49.0,69,4496781,https://i.ytimg.com/vi/f4Is3wg951g/hqdefault.jpg,210,148,2025-02-17T21:40:00Z,ゲーム,thumbnails/f4Is3wg951g.jpg,5.0,3.0,81.8797569444444,59.529113517618
CAgKAoRlWbg,スイカを丸呑みした男の末路。#究極の2択 #ミニゲーム,27,33.0,0,3900239,https://i.ytimg.com/vi/CAgKAoRlWbg/hqdefault.jpg,0,156,2025-02-09T08:52:27Z,ゲーム,thumbnails/CAgKAoRlWbg.jpg,5.0,3.0,65.9113078703704,103.268654999019
dgMxE2S-ljs,クリボーを倒すだけのコースが面白過ぎたw マリメ2 #shorts,20,59.0,5,3969873,https://i.ytimg.com/vi/dgMxE2S-ljs/hqdefault.jpg,325,166,2025-01-30T07:00:32Z,ゲーム,thumbnails/dgMxE2S-ljs.jpg,0.0,0.0,42.7064409722222,44.3687774530676
G25LxzCEnK0,巨大ブロックをじょうずに組み立てろ！ #shorts,24,14.0,11,4045285,https://i.ytimg.com/vi/G25LxzCEnK0/hqdefault.jpg,1363,151,2025-02-14T07:01:00Z,ゲーム,thumbnails/G25LxzCEnK0.jpg,6.0,1.0,80.782806712963,47.6491716191205
uub_j09B0w4,イカゲームに参加する『ひろゆき』　#squidgame #イカゲーム #ひろゆき,20,60.0,0,3355826,https://i.ytimg.com/vi/uub_j09B0w4/hqdefault.jpg,0,160,2025-02-05T09:01:05Z,ゲーム,thumbnails/uub_j09B0w4.jpg,1.0,1.0,67.1511631944445,33.8117677784685
ytwg7Fi1JwY,【激ムズ!?】ポケモンと同じ色をつくって！#shorts,24,81.0,14,4008793,https://i.ytimg.com/vi/ytwg7Fi1JwY/hqdefault.jpg,1362,150,2025-02-15T04:01:00Z,ゲーム,thumbnails/ytwg7Fi1JwY.jpg,6.0,2.0,90.9834606481482,62.2596528770639
LYCSPnw3c5g,【1万円企画】クレーンゲームで生活用品何個揃える事ができる!?#shorts  #クレーンゲーム #ufoキャッチャー#ゲーセン #ゲームセンター  #arcade #clawmachine,24,180.0,55,3508736,https://i.ytimg.com/vi/LYCSPnw3c5g/hqdefault.jpg,1610,138,2025-02-27T09:30:09Z,ゲーム,thumbnails/LYCSPnw3c5g.jpg,0.0,0.0,81.1943865740741,32.339598792838
NdUE_MS5uIs,今話題の「怖すぎる住人アパート」が舞台のホラーゲーム『 心霊物件 』,20,5759.0,10,3135158,https://i.ytimg.com/vi/NdUE_MS5uIs/hqdefault.jpg,613,141,2025-02-24T08:45:32Z,ゲーム,thumbnails/NdUE_MS5uIs.jpg,1.0,1.0,60.4994502314815,37.7814326963261
XWBH_PYrOfk,現実世界のイカゲーム,22,17.0,0,3457833,https://i.ytimg.com/vi/XWBH_PYrOfk/hqdefault.jpg,146,148,2025-02-17T05:00:33Z,ゲーム,thumbnails/XWBH_PYrOfk.jpg,7.0,1.0,104.001232638889,30.9495004234849
5vlnj5N_ZUk,【㊗️400万回再生✨️】完成✨️スプランキーゲーム工作🌞#sprunki#スプランキー#shorts#shortvideo#工作#製作#変身#ゲーム#ゲーム実況#6歳#男の子#アニメ,22,45.0,0,4065548,https://i.ytimg.com/vi/5vlnj5N_ZUk/hqdefault.jpg,0,145,2025-02-20T10:22:55Z,ゲーム,thumbnails/5vlnj5N_ZUk.jpg,2.0,1.0,99.9913946759259,54.335878188588
7Y5DCex6zMU,親友の黒歴史イヤホンガンガンゲームで暴露してみたｗｗ,22,60.0,0,3242602,https://i.ytimg.com/vi/7Y5DCex6zMU/hqdefault.jpg,104,166,2025-01-30T12:13:01Z,ゲーム,thumbnails/7Y5DCex6zMU.jpg,5.0,2.0,72.5213425925926,22.4848465473324
wIWlQxpIeAg,大人気ゲームがアップデートした結果 #Plottアニメ #フラグちゃん,1,56.0,0,2973481,https://i.ytimg.com/vi/wIWlQxpIeAg/hqdefault.jpg,729,160,2025-02-05T09:01:11Z,ゲーム,thumbnails/wIWlQxpIeAg.jpg,4.0,2.0,110.649068287037,27.6234291618724
lMWgCJn6-fk,【オジンオゲーム】#イカゲーム#お笑い#コント#のむへい,24,64.0,0,3214135,https://i.ytimg.com/vi/lMWgCJn6-fk/hqdefault.jpg,0,164,2025-02-01T10:00:46Z,ゲーム,thumbnails/lMWgCJn6-fk.jpg,5.0,1.0,85.8845659722222,21.8551163916856
TPcpaE1QMXQ,ルールが大崩壊するゲーム4選,20,56.0,26,2905114,https://i.ytimg.com/vi/TPcpaE1QMXQ/hqdefault.jpg,529,167,2025-01-29T09:00:35Z,ゲーム,thumbnails/TPcpaE1QMXQ.jpg,1.0,1.0,75.0865046296296,13.4426228594009
8uNVeIsXbUk,ボールを入れたら願いを叶えてもらえるゲームが面白すぎるw#奇跡 #対決 #願いが叶う,24,60.0,0,2795524,https://i.ytimg.com/vi/8uNVeIsXbUk/hqdefault.jpg,0,145,2025-02-20T09:30:04Z,ゲーム,thumbnails/8uNVeIsXbUk.jpg,6.0,3.0,81.7633506944444,27.1748343633234
4zqt6oEISmo,出禁になりかねないクレーンゲームの天才を発見してしまいました #shorts  #クレーンゲーム #ufoキャッチャー#ゲーセン #ゲームセンター  #arcade #clawmachine,24,172.0,55,2950954,https://i.ytimg.com/vi/4zqt6oEISmo/hqdefault.jpg,1610,148,2025-02-17T10:15:00Z,ゲーム,thumbnails/4zqt6oEISmo.jpg,1.0,1.0,81.2942592592593,45.724706807749506
0UgkU4i6p28,どんどん大声で叫ぶゲームがおもろすぎるw#千鳥 #大笑い #恋愛 #お笑い芸人 #笑える #shorts,22,45.0,0,2853667,https://i.ytimg.com/vi/0UgkU4i6p28/hqdefault.jpg,0,144,2025-02-21T10:35:32Z,ゲーム,thumbnails/0UgkU4i6p28.jpg,1.0,1.0,20.2391782407407,28.6869485572548
62do9jkqsaM,イカゲームに出てきたダルゴナの正体,24,53.0,0,2621710,https://i.ytimg.com/vi/62do9jkqsaM/hqdefault.jpg,2,165,2025-01-31T08:30:03Z,ゲーム,thumbnails/62do9jkqsaM.jpg,7.0,4.0,73.6749768518519,24.744344575963
_r92WfXP_Jg,#クレーンゲーム #ufoキャッチャー #shorts #short #shortvideo #shortsfeed  #ROUND1 #ﾍﾞﾈｸｽ #クレゲ #フィギュア #ぬいぐるみ #ゲーム,22,20.0,0,4239110,https://i.ytimg.com/vi/_r92WfXP_Jg/hqdefault.jpg,0,138,2025-02-27T09:00:50Z,ゲーム,thumbnails/_r92WfXP_Jg.jpg,2.0,1.0,59.5099363425926,49.7119793427153
8e3qzWBep1Y,超田舎者のイカゲーム　#shorts,23,54.0,4,2504167,https://i.ytimg.com/vi/8e3qzWBep1Y/hqdefault.jpg,452,137,2025-02-28T07:11:44Z,ゲーム,thumbnails/8e3qzWBep1Y.jpg,3.0,1.0,72.5734837962963,60.5274652126222
a5jhLOCd8Ks,#教育 #学校　#勉強 #名言　#深い　#雑学,22,9.0,0,6054795,https://i.ytimg.com/vi/a5jhLOCd8Ks/hqdefault.jpg,0,157,2025-02-08T21:28:11Z,教育,thumbnails/a5jhLOCd8Ks.jpg,1.0,1.0,41.3106944444445,7.06006283864266
tR8wECxiPMY,梅垣による教育番組　#shorts,20,31.0,0,3188007,https://i.ytimg.com/vi/tR8wECxiPMY/hqdefault.jpg,0,159,2025-02-06T14:31:00Z,教育,thumbnails/tR8wECxiPMY.jpg,4.0,2.0,56.552025462963,23.5080025780252
ywhC0_TVlRg,最後ꉂꉂ🤣wwwwwwww#まつりん家 #教育番組 #絶対にバレないオナラのしかた,24,60.0,0,2979164,https://i.ytimg.com/vi/ywhC0_TVlRg/hqdefault.jpg,0,141,2025-02-24T11:05:38Z,教育,thumbnails/ywhC0_TVlRg.jpg,6.0,3.0,74.7175347222222,39.4939727224054
TkVpCxARi28,子供がチー牛にならない最高の教育方法,23,61.0,0,3816896,https://i.ytimg.com/vi/TkVpCxARi28/hqdefault.jpg,0,146,2025-02-19T09:18:24Z,教育,thumbnails/TkVpCxARi28.jpg,2.0,1.0,86.0415740740741,49.436336345808
kAW8qcZSyes,きょういくばんぐみのテーマ／やみのおねえさん【ドレミ楽譜歌詞付き】初心者向けゆっくり簡単ピアノ 弾いてみた Easy Piano Tutorial 初級 教育番組,10,60.0,14,2885917,https://i.ytimg.com/vi/kAW8qcZSyes/hqdefault.jpg,683,152,2025-02-13T08:00:47Z,教育,thumbnails/kAW8qcZSyes.jpg,1.0,1.0,66.1974594907407,56.2836947707715
waDLamrVlnM,間違った教育の見返り,24,45.0,0,2856223,https://i.ytimg.com/vi/waDLamrVlnM/hqdefault.jpg,2,165,2025-01-31T02:30:39Z,教育,thumbnails/waDLamrVlnM.jpg,3.0,2.0,82.4682002314815,22.1078873160577
