video_id,title,category_id,video_duration,tags_count,views,thumbnail_link,description_length,time_duration,published_at,keyword,thumbnail_path,object_complexity,element_complexity,brightness,colorfulness
mayHixeNKhc,🇮🇳 India VS 🇵🇰 Pakistan Big Fight Between Dogs #ai #india #pakistan,22,54.0,7,63103421,https://i.ytimg.com/vi/mayHixeNKhc/hqdefault.jpg,67,10,2025-07-04T03:36:00Z,AI,thumbnails/mayHixeNKhc.jpg,5.0,4.0,55.60015625,38.1517786492704
f7SF7tWQUuU,The Cat's Transformation，The Struggle of a Fat Cat #ai #cartoon#cat,22,53.0,0,53453209,https://i.ytimg.com/vi/f7SF7tWQUuU/hqdefault.jpg,25,10,2025-07-04T04:04:57Z,AI,thumbnails/f7SF7tWQUuU.jpg,8.0,7.0,89.0978414351852,28.2827906245987
Lgk3UGrijJI,Ronaldo Messi and ishowspeed Ai Edit Video 😂#ronaldo #messi #ishowspeed #fyp #story #edit #memes,24,6.0,15,99546898,https://i.ytimg.com/vi/Lgk3UGrijJI/hqdefault.jpg,1043,5,2025-07-08T06:36:47Z,AI,thumbnails/Lgk3UGrijJI.jpg,13.0,2.0,76.3283854166667,47.8550893267489
VDPp4mJkmHE,Every Day Dogs Waits… But She Never Came Back 😢#ai #dog #shorts,22,68.0,10,43905191,https://i.ytimg.com/vi/VDPp4mJkmHE/hqdefault.jpg,990,21,2025-06-22T17:26:31Z,AI,thumbnails/VDPp4mJkmHE.jpg,6.0,4.0,55.8030150462963,37.7486600426593
1fcI46JkSZY,Heroic Pup Rescued The Baby | AI Rescue Story | #Rescue #Story #AI,15,74.0,5,38963521,https://i.ytimg.com/vi/1fcI46JkSZY/hqdefault.jpg,506,26,2025-06-17T06:43:27Z,AI,thumbnails/1fcI46JkSZY.jpg,5.0,2.0,39.8588773148148,18.4170240379239
ejQU71CPI7g,Indian Army baby saves bus from falling into ditch 😭 #ai #baby,22,28.0,3,40466019,https://i.ytimg.com/vi/ejQU71CPI7g/hqdefault.jpg,62,24,2025-06-19T13:32:57Z,AI,thumbnails/ejQU71CPI7g.jpg,3.0,2.0,80.0577719907408,34.320628373259
V4i5jPYv_7s,Real life vs AI. Part 7,23,13.0,7,36596950,https://i.ytimg.com/vi/V4i5jPYv_7s/hqdefault.jpg,76,18,2025-06-25T11:01:01Z,AI,thumbnails/V4i5jPYv_7s.jpg,2.0,1.0,72.0021585648148,26.618843183212
37xbso9HpRs,"Funny AI Men Dance-Off | Comedy Battle of Moves!"" #ai",22,57.0,0,29153443,https://i.ytimg.com/vi/37xbso9HpRs/hqdefault.jpg,397,29,2025-06-15T01:49:01Z,AI,thumbnails/37xbso9HpRs.jpg,0.0,0.0,75.3277777777778,74.4128408498562
sN8KrOWAI7c,#duck #funny #funnyduck  #ai #cuteduck,15,67.0,0,27541474,https://i.ytimg.com/vi/sN8KrOWAI7c/hqdefault.jpg,0,15,2025-06-29T04:00:06Z,AI,thumbnails/sN8KrOWAI7c.jpg,2.0,2.0,85.0660763888889,40.714497851382305
B4OW__4tOQY,"The little mermaid is infected, the puppy help 🌟#magic #ai #youtubeshorts",22,62.0,0,25200451,https://i.ytimg.com/vi/B4OW__4tOQY/hqdefault.jpg,252,30,2025-06-14T03:28:14Z,AI,thumbnails/B4OW__4tOQY.jpg,6.0,2.0,58.1440393518519,72.8223436470831
OhyHmBgVWDE,先輩に襟を正してもらう柔道家 #ai #judo #athlete #sports #かわいい #美女,22,6.0,0,34844966,https://i.ytimg.com/vi/OhyHmBgVWDE/hqdefault.jpg,0,17,2025-06-26T09:35:33Z,AI,thumbnails/OhyHmBgVWDE.jpg,9.0,2.0,81.6700983796296,29.0230622460607
5eC-7p3q4o0,AI teases humans🧠🤖| Ex Machina (2014)#movie #tvshow #foryou,1,60.0,0,22676447,https://i.ytimg.com/vi/5eC-7p3q4o0/hqdefault.jpg,1690,14,2025-06-29T11:37:10Z,AI,thumbnails/5eC-7p3q4o0.jpg,5.0,2.0,69.4288657407408,10.4534357991515
96o15Ng89G4,Indian army baby saves school children's bus from terrorists 😭 #ai #army,22,35.0,3,19839436,https://i.ytimg.com/vi/96o15Ng89G4/hqdefault.jpg,72,29,2025-06-14T13:31:17Z,AI,thumbnails/96o15Ng89G4.jpg,5.0,2.0,85.5361863425926,34.4593548787478
L4bbtvLAtUA,Qurbani Mubarak 2025 🥰 #qurbani2025 #eid2025 #ai #trending #viralvideo #youtubeshorts #foryou #art,22,5.0,0,29525612,https://i.ytimg.com/vi/L4bbtvLAtUA/hqdefault.jpg,98,24,2025-06-19T08:29:24Z,AI,thumbnails/L4bbtvLAtUA.jpg,5.0,3.0,69.1814178240741,38.3531351551598
R1BiHSrQAGU,Heroic Pup Rescued The Baby From Flash Flood | AI Rescue Story | #Rescue #Story #AI,15,61.0,5,18360175,https://i.ytimg.com/vi/R1BiHSrQAGU/hqdefault.jpg,506,12,2025-07-01T16:11:11Z,AI,thumbnails/R1BiHSrQAGU.jpg,2.0,1.0,74.9768113425926,17.9796414808138
MYzRsjc3v4I,🇮🇳 India VS 🇵🇰 Pakistan Train Racing Challenge #ai #india #pakistan,22,23.0,6,17536984,https://i.ytimg.com/vi/MYzRsjc3v4I/hqdefault.jpg,67,9,2025-07-05T03:36:00Z,AI,thumbnails/MYzRsjc3v4I.jpg,4.0,2.0,98.0511689814815,50.923262839219106
d1k0s_qFiwo,The Smile 😍 / Beautiful Modeling Girl/ Ai Girl Saree Model video 💫💫,22,7.0,8,20488135,https://i.ytimg.com/vi/d1k0s_qFiwo/hqdefault.jpg,92,26,2025-06-17T17:29:39Z,AI,thumbnails/d1k0s_qFiwo.jpg,3.0,1.0,63.16895833333329,26.1988090708091
9JRrIUYtoKc,Cutest 'Alo Mama'Ever 63.0 #shorts #ai #baby,22,6.0,0,23114819,https://i.ytimg.com/vi/9JRrIUYtoKc/hqdefault.jpg,0,13,2025-06-30T12:58:08Z,AI,thumbnails/9JRrIUYtoKc.jpg,5.0,3.0,99.2960706018518,76.6975920158975
ARFQdGPMmLQ,🔥 MARVEL IN KERALA #veo3 #avengers #ai,22,17.0,17,14396170,https://i.ytimg.com/vi/ARFQdGPMmLQ/hqdefault.jpg,181,21,2025-06-22T06:44:48Z,AI,thumbnails/ARFQdGPMmLQ.jpg,5.0,2.0,35.7740335648148,19.2470632313764
giT0ytynSqg,"Godfather of AI: I Tried to Warn Them, But We’ve Already Lost Control! Geoffrey Hinton",22,5408.0,6,6600586,https://i.ytimg.com/vi/giT0ytynSqg/hqdefault.jpg,2964,27,2025-06-16T07:00:44Z,AI,thumbnails/giT0ytynSqg.jpg,2.0,1.0,59.0912268518519,56.6898344280006
0nr6w9PXLYg,Heroic Pup Rescued The Baby | AI Rescue Story | #Rescue #Story #AI,15,71.0,5,11863283,https://i.ytimg.com/vi/0nr6w9PXLYg/hqdefault.jpg,506,7,2025-07-06T15:50:59Z,AI,thumbnails/0nr6w9PXLYg.jpg,3.0,3.0,91.2261805555556,25.7347746565028
_0hUY0UjoNc,How dare you bully a kung fu girl!! #kungfu #fight #boxing #ai,24,28.0,9,11194171,https://i.ytimg.com/vi/_0hUY0UjoNc/hqdefault.jpg,62,7,2025-07-06T07:00:37Z,AI,thumbnails/_0hUY0UjoNc.jpg,7.0,1.0,44.954681712963,18.5516734826418
C8Hm5R8ntZM,Top 4 Best Grow a Garden AI Videos (PT.3) 😂,22,35.0,0,10312146,https://i.ytimg.com/vi/C8Hm5R8ntZM/hqdefault.jpg,52,19,2025-06-24T16:23:55Z,AI,thumbnails/C8Hm5R8ntZM.jpg,2.0,2.0,28.6241898148148,33.041607271304
ET5hAGzqJ-0,Parrots Builds their Diomond house 😱 #parrot #ai,1,18.0,0,11999710,https://i.ytimg.com/vi/ET5hAGzqJ-0/hqdefault.jpg,545,8,2025-07-05T11:04:58Z,AI,thumbnails/ET5hAGzqJ-0.jpg,2.0,1.0,75.8228530092593,40.6112690130648
jjwt-7Iov0k,Your personal AI. The new Meta AI app.,28,31.0,0,5587018,https://i.ytimg.com/vi/jjwt-7Iov0k/hqdefault.jpg,55,19,2025-06-24T13:32:45Z,AI,thumbnails/jjwt-7Iov0k.jpg,1.0,1.0,48.6856134259259,12.4849079609719
WMukJ-Z2TrE,#cartoon #cutecat #kitten #cute #funny #videos #animals #animation #cat #ai #cats #video,22,61.0,0,8702971,https://i.ytimg.com/vi/WMukJ-Z2TrE/hqdefault.jpg,0,7,2025-07-06T09:00:45Z,AI,thumbnails/WMukJ-Z2TrE.jpg,7.0,4.0,73.2694155092593,38.1782932501757
aQiPiGAj954,Ep.2 Lucky Accident | Brainrot Squid Game | #ruinedbyai #funny #squidgame3 #player222 #ai #Shorts,24,14.0,24,12564559,https://i.ytimg.com/vi/aQiPiGAj954/hqdefault.jpg,273,8,2025-07-05T16:27:17Z,AI,thumbnails/aQiPiGAj954.jpg,6.0,4.0,73.0449189814815,46.6693283463104
t-oLGxzHyWQ,Drive Thru A.I. Robot Prank,24,1084.0,0,5254747,https://i.ytimg.com/vi/t-oLGxzHyWQ/hqdefault.jpg,746,13,2025-06-30T17:14:17Z,AI,thumbnails/t-oLGxzHyWQ.jpg,5.0,4.0,84.6900173611111,55.6039235176256
OZaH9h0RH9k,Before Bihar Election Modi enjoyed Desi Meal! #shorts #modi #ai #biharelection,22,10.0,0,13823969,https://i.ytimg.com/vi/OZaH9h0RH9k/hqdefault.jpg,520,9,2025-07-04T08:50:16Z,AI,thumbnails/OZaH9h0RH9k.jpg,16.0,2.0,74.485005787037,43.0853192001089
TWpg1RmzAbc,AI Slop: Last Week Tonight with John Oliver (HBO),24,1745.0,0,5004040,https://i.ytimg.com/vi/TWpg1RmzAbc/hqdefault.jpg,820,20,2025-06-23T06:30:15Z,AI,thumbnails/TWpg1RmzAbc.jpg,4.0,3.0,49.1998553240741,39.7799573183208
VvztPhSjHrs,Is the VIRAL AI LAVA trend worth the hype?,24,24.0,0,10044291,https://i.ytimg.com/vi/VvztPhSjHrs/hqdefault.jpg,826,8,2025-07-05T19:42:46Z,AI,thumbnails/VvztPhSjHrs.jpg,5.0,4.0,65.7511111111111,68.1543220133299
Jrejs_MF8-o,Top 4 Best Grow a Garden Ai Videos 😂 (part.6),22,33.0,12,8256374,https://i.ytimg.com/vi/Jrejs_MF8-o/hqdefault.jpg,58,14,2025-06-29T15:16:38Z,AI,thumbnails/Jrejs_MF8-o.jpg,2.0,1.0,96.516255787037,44.9377632093948
usJFtVFAyrc,Sawat Innocent People Flood سوات سیلاب #Sawat #ai #veo3 #flood #rain,22,8.0,0,13438840,https://i.ytimg.com/vi/usJFtVFAyrc/hqdefault.jpg,0,13,2025-06-30T04:33:55Z,AI,thumbnails/usJFtVFAyrc.jpg,9.0,1.0,58.3448611111111,30.5289740831539
gEZJrYN2J_Q,Ranking Top 4 Best Grow a Garden AI Videos 😂👑,22,28.0,0,8090852,https://i.ytimg.com/vi/gEZJrYN2J_Q/hqdefault.jpg,52,23,2025-06-21T00:42:06Z,AI,thumbnails/gEZJrYN2J_Q.jpg,4.0,2.0,38.4670949074074,27.5973778843433
ABJQllCgFVQ,How we treated AI in 2023 vs 2025 #whiplash #ai #skit #comedy #chatgpt #parody #funny #meme,24,131.0,24,8022984,https://i.ytimg.com/vi/ABJQllCgFVQ/hqdefault.jpg,1006,3,2025-07-10T19:00:08Z,AI,thumbnails/ABJQllCgFVQ.jpg,2.0,1.0,47.1330092592593,31.1637852604432
H4Q15cCS8ss,Meta AI is crazy 💀,24,6.0,41,13041697,https://i.ytimg.com/vi/H4Q15cCS8ss/hqdefault.jpg,630,22,2025-06-21T20:21:16Z,AI,thumbnails/H4Q15cCS8ss.jpg,8.0,3.0,40.3619155092593,33.0955047180348
2lGAx0JwGSo,✈️ Baby Accidently fly aroplane. ||Part-2|| #ai #indiancartoon,22,75.0,31,6449428,https://i.ytimg.com/vi/2lGAx0JwGSo/hqdefault.jpg,625,7,2025-07-06T12:07:00Z,AI,thumbnails/2lGAx0JwGSo.jpg,2.0,2.0,47.3607349537037,58.9152042226045
nrw1eEsmLzQ,Ants attacked the helicopter made of grandma's laddus #ai #aishorts #cartoon #shorts,24,55.0,26,6757111,https://i.ytimg.com/vi/nrw1eEsmLzQ/hqdefault.jpg,1453,25,2025-06-18T13:30:03Z,AI,thumbnails/nrw1eEsmLzQ.jpg,3.0,2.0,82.6618576388889,68.1542111315549
yECZtIY1X-k,Brave Soldiers Take On a Powerful Battle Tank | GTA #war #ai,24,7.0,24,12729152,https://i.ytimg.com/vi/yECZtIY1X-k/hqdefault.jpg,433,11,2025-07-02T12:18:30Z,AI,thumbnails/yECZtIY1X-k.jpg,7.0,2.0,82.8529282407407,38.7678629766456
rcL4z2k8LH0,"Funny AI Video ""Hot Girl and police""🤣🤣🤣 #ai #funny #comedy #comedian #shortvideo #shorts",22,8.0,0,8303569,https://i.ytimg.com/vi/rcL4z2k8LH0/hqdefault.jpg,0,11,2025-07-03T02:30:54Z,AI,thumbnails/rcL4z2k8LH0.jpg,2.0,1.0,37.3600115740741,26.4491202328359
M2WTUoy4y6E,aespa 에스파 'Dirty Work' MV,10,190.0,16,40517066,https://i.ytimg.com/vi/M2WTUoy4y6E/hqdefault.jpg,629,17,2025-06-27T03:59:07Z,music,thumbnails/M2WTUoy4y6E.jpg,8.0,1.0,75.925306712963,10.6151465730558
QGsevnbItdU,"""How It's Done"" Official Lyric Video | KPop Demon Hunters | Sony Animation",1,184.0,20,39857748,https://i.ytimg.com/vi/QGsevnbItdU/hqdefault.jpg,1274,20,2025-06-23T20:45:26Z,music,thumbnails/QGsevnbItdU.jpg,1.0,1.0,60.5109780092593,70.6635178248309
ddkbVYutRXA,FUERZA REGIDA - MARLBORO ROJO (VIDEO OFICIAL),10,198.0,0,37331678,https://i.ytimg.com/vi/ddkbVYutRXA/hqdefault.jpg,0,27,2025-06-17T00:02:56Z,music,thumbnails/ddkbVYutRXA.jpg,1.0,1.0,43.5189814814815,25.5204604068688
rcPuG_PkAf8,Housefull 5: Laal Pari (Full Video) | Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani,10,246.0,21,31993868,https://i.ytimg.com/vi/rcPuG_PkAf8/hqdefault.jpg,1456,29,2025-06-14T09:30:04Z,music,thumbnails/rcPuG_PkAf8.jpg,9.0,2.0,56.95859375,57.660332257466
TjsNkI4CTiw,Your Idol,10,192.0,11,26614826,https://i.ytimg.com/vi/TjsNkI4CTiw/hqdefault.jpg,870,24,2025-06-19T10:03:12Z,music,thumbnails/TjsNkI4CTiw.jpg,0.0,0.0,98.0570775462963,39.0024777892498
rkYuufTXkL8,How It’s Done,10,177.0,8,25812115,https://i.ytimg.com/vi/rkYuufTXkL8/hqdefault.jpg,779,24,2025-06-19T10:02:43Z,music,thumbnails/rkYuufTXkL8.jpg,0.0,0.0,98.0570775462963,39.0024777892498
ZLU4rx24024,JHIM JHIM - Neha Kakkar & Ekdev Limbu | Ritvik Sahore & Priya P Varrier | Rajat Nagpal | Anshul Garg,10,250.0,26,19650079,https://i.ytimg.com/vi/ZLU4rx24024/hqdefault.jpg,3206,16,2025-06-27T05:30:02Z,music,thumbnails/ZLU4rx24024.jpg,4.0,3.0,112.061157407407,58.5274563130259
sq2MVbuHs-M,"Raaj Karega Maalik | Maalik | Rajkummar Rao, Manushi Chhillar |Sachin–Jigar|Akasa, MC SQUARE|Amitabh",10,184.0,21,19227268,https://i.ytimg.com/vi/sq2MVbuHs-M/hqdefault.jpg,2615,9,2025-07-04T08:43:37Z,music,thumbnails/sq2MVbuHs-M.jpg,2.0,1.0,74.4925115740741,91.3685187897642
rjjp91YngZE,Baby shark-Marble Music #relaxing #music #satisfying,22,10.0,0,49284108,https://i.ytimg.com/vi/rjjp91YngZE/hqdefault.jpg,0,28,2025-06-15T10:49:28Z,music,thumbnails/rjjp91YngZE.jpg,1.0,1.0,92.8301793981482,13.3705739868772
G-fCOEZnnTs,Gabriela,10,198.0,3,18340891,https://i.ytimg.com/vi/G-fCOEZnnTs/hqdefault.jpg,620,24,2025-06-20T04:01:25Z,music,thumbnails/G-fCOEZnnTs.jpg,1.0,1.0,31.5245081018519,58.06282875534409
gXAnRuVlAvk,Jaylann - Ha Wlidi [Official Music Video] | (جيلان - ها وليدي (فيديو كليب,10,168.0,39,16434850,https://i.ytimg.com/vi/gXAnRuVlAvk/hqdefault.jpg,1334,30,2025-06-13T14:00:05Z,music,thumbnails/gXAnRuVlAvk.jpg,1.0,1.0,43.8513831018519,43.3911538125138
tWWlEOF-Ye4,Demon Idols Debut “Soda Pop” | Song Clip | KPop Demon Hunters | Netflix Family,24,192.0,19,15597818,https://i.ytimg.com/vi/tWWlEOF-Ye4/hqdefault.jpg,729,21,2025-06-22T13:00:00Z,music,thumbnails/tWWlEOF-Ye4.jpg,5.0,1.0,110.104079861111,67.2920896795593
knGCfzm4jWs,Guru Randhawa - SIRRA ( Official Video ),10,154.0,15,15120530,https://i.ytimg.com/vi/knGCfzm4jWs/hqdefault.jpg,1934,12,2025-07-01T05:31:15Z,music,thumbnails/knGCfzm4jWs.jpg,4.0,3.0,61.2872395833333,39.0075376125449
lWdAlQ7dvPM,「はじまるよ」でドレミを学ぼう！🎹🌈 #童謡 #キッズ #音楽教育 #shorts,24,13.0,12,37131293,https://i.ytimg.com/vi/lWdAlQ7dvPM/hqdefault.jpg,520,25,2025-06-18T08:20:14Z,music,thumbnails/lWdAlQ7dvPM.jpg,2.0,2.0,85.7634490740741,101.767693653695
l8Dr7vzMSVE,"“Takedown” Official Lyric Video feat. Jeongyeon, Jihyo and Chaeyoung from TWICE | KPop Demon Hunters",1,188.0,20,14094469,https://i.ytimg.com/vi/l8Dr7vzMSVE/hqdefault.jpg,1373,20,2025-06-23T18:29:38Z,music,thumbnails/l8Dr7vzMSVE.jpg,4.0,1.0,102.53625,59.229253116857905
5w8jCDiZk74,"She made the audience sing ""Africa!"" 🤩 Pub Choir on AGT!",24,60.0,30,26566232,https://i.ytimg.com/vi/5w8jCDiZk74/hqdefault.jpg,1156,22,2025-06-21T12:00:12Z,music,thumbnails/5w8jCDiZk74.jpg,3.0,1.0,26.8912962962963,32.945513377916
HK3LjI2InOg,j-hope ‘Killin' It Girl (Solo Version)’ Official MV (Choreography ver.),10,159.0,4,12693981,https://i.ytimg.com/vi/HK3LjI2InOg/hqdefault.jpg,2748,28,2025-06-15T15:00:02Z,music,thumbnails/HK3LjI2InOg.jpg,18.0,3.0,48.2163194444445,19.3488540519759
Us1hwscuiNs,Kai Cenat WOKE UP to Lil Uzi Vert 😭💀,10,30.0,5,23242772,https://i.ytimg.com/vi/Us1hwscuiNs/hqdefault.jpg,1874,15,2025-06-28T18:40:13Z,music,thumbnails/Us1hwscuiNs.jpg,3.0,2.0,64.419693287037,36.898237476217
IRSsbJQOA5E,Fairy Log - Brainrot Girls / K-pop (Official Video),10,99.0,0,12695241,https://i.ytimg.com/vi/IRSsbJQOA5E/hqdefault.jpg,610,18,2025-06-25T10:00:06Z,music,thumbnails/IRSsbJQOA5E.jpg,8.0,1.0,109.106076388889,62.8373593851248
XCjU9qbfv1U,Davido - With You (Official Video) ft. Omah Lay,10,140.0,18,12336966,https://i.ytimg.com/vi/XCjU9qbfv1U/hqdefault.jpg,878,27,2025-06-16T16:00:06Z,music,thumbnails/XCjU9qbfv1U.jpg,0.0,0.0,61.023912037037,56.9397277372374
s0bJkT5EyTc,Dhanda Nyoliwala - Ishq Bawla (Official Video) | Xvir Grewal | Coke Studio Bharat | Haryanvi Song,10,295.0,25,11662377,https://i.ytimg.com/vi/s0bJkT5EyTc/hqdefault.jpg,4204,25,2025-06-18T05:30:07Z,music,thumbnails/s0bJkT5EyTc.jpg,4.0,1.0,45.901869212963,44.0945269757892
BAdCCBP8uDY,🔥😍#newmusic #music #phonkmusic #phonk #automobile #dance #社交ダンサー #dancer #踊れオーケストラ #ballroomdance,22,10.0,0,29006351,https://i.ytimg.com/vi/BAdCCBP8uDY/hqdefault.jpg,0,18,2025-06-25T19:32:50Z,music,thumbnails/BAdCCBP8uDY.jpg,10.0,2.0,55.679224537037,33.2505301679301
0epFCthbEWo,He’s playing chess while y’all playing checkers 🧠🎧 #bensonboone #music,22,11.0,0,27625498,https://i.ytimg.com/vi/0epFCthbEWo/hqdefault.jpg,347,23,2025-06-20T19:16:16Z,music,thumbnails/0epFCthbEWo.jpg,2.0,2.0,45.7827083333333,35.4563194272049
I3FvM_FgBMU,8 Accents in 1 Song!,10,31.0,0,20449836,https://i.ytimg.com/vi/I3FvM_FgBMU/hqdefault.jpg,0,27,2025-06-16T11:28:13Z,music,thumbnails/I3FvM_FgBMU.jpg,4.0,3.0,59.6843113425926,19.8232207558968
2qCpY38ompo,Monica - Lyric Video| COOLIE | Superstar Rajinikanth | Sun Pictures | Lokesh | Anirudh | Pooja Hegde,24,215.0,24,10952210,https://i.ytimg.com/vi/2qCpY38ompo/hqdefault.jpg,2622,2,2025-07-11T12:29:04Z,music,thumbnails/2qCpY38ompo.jpg,1.0,1.0,34.92953125,55.2420170873459
X6Z8stc46LA,PAW - BRAINROT RAP (Official Video),10,132.0,13,10966918,https://i.ytimg.com/vi/X6Z8stc46LA/hqdefault.jpg,325,23,2025-06-20T22:33:30Z,music,thumbnails/X6Z8stc46LA.jpg,17.0,3.0,96.6163831018518,52.3721543105919
lgV8s6RiScQ,Eminem's Daughter WRITES his Songs 🥹❤️,10,21.0,6,21496504,https://i.ytimg.com/vi/lgV8s6RiScQ/hqdefault.jpg,1445,24,2025-06-20T01:23:32Z,music,thumbnails/lgV8s6RiScQ.jpg,3.0,1.0,51.7848148148148,5.44760453475467
AX0jQYaIeDc,Alex Warren & ROSÉ - On My Mind (Official Music Video),10,221.0,0,10372874,https://i.ytimg.com/vi/AX0jQYaIeDc/hqdefault.jpg,4975,17,2025-06-27T04:00:06Z,music,thumbnails/AX0jQYaIeDc.jpg,2.0,1.0,84.3097337962963,25.3513067266968
VTbo8E8es9A,Mbosso - Pawa (Official Music Video),10,228.0,35,10321824,https://i.ytimg.com/vi/VTbo8E8es9A/hqdefault.jpg,1525,24,2025-06-19T15:00:06Z,music,thumbnails/VTbo8E8es9A.jpg,7.0,4.0,85.7757002314815,59.9555033623191
kYYIwT6wCLc,don’t blink. the switch-up is insane 😳✨ #dualipa #music,22,18.0,0,20990897,https://i.ytimg.com/vi/kYYIwT6wCLc/hqdefault.jpg,0,15,2025-06-29T00:44:20Z,music,thumbnails/kYYIwT6wCLc.jpg,3.0,3.0,31.8273958333333,41.7454007398051
oClEikOykEE,#love #song #slowedandreverb #remix #music #lovesongsmushup #lovemusic #carsongs #lovesong #funny,10,12.0,0,21834625,https://i.ytimg.com/vi/oClEikOykEE/hqdefault.jpg,0,20,2025-06-23T06:39:17Z,music,thumbnails/oClEikOykEE.jpg,5.0,1.0,92.1717708333333,25.8247852354445
OlJ3CSCcHBo,Headlights - Udta Jaaye @alok (ft. @KRSNAOfficial & @RashmeetKaur ) | Free Fire MAX,20,179.0,0,9576061,https://i.ytimg.com/vi/OlJ3CSCcHBo/hqdefault.jpg,3126,8,2025-07-05T04:25:00Z,music,thumbnails/OlJ3CSCcHBo.jpg,4.0,1.0,54.1702314814815,51.2024159615762
wHlAnhkLUvw,Fantomel x @KateLinnOfficial - Dame Un Grrr (Official Video),10,152.0,8,9485391,https://i.ytimg.com/vi/wHlAnhkLUvw/hqdefault.jpg,2112,12,2025-07-01T13:00:07Z,music,thumbnails/wHlAnhkLUvw.jpg,3.0,1.0,63.0050925925926,39.0720415023283
fdYFKOMQGUU,ORANGE RANGE – イケナイ太陽 (令和ver. Music Video),10,285.0,0,8822032,https://i.ytimg.com/vi/fdYFKOMQGUU/hqdefault.jpg,378,11,2025-07-02T11:21:00Z,music,thumbnails/fdYFKOMQGUU.jpg,10.0,2.0,68.5714699074074,99.9419536183853
vuMyYFvnTXg,Fantomel x @KateLinnOfficial - Dame Un Grrr (Official Audio),10,134.0,0,8832640,https://i.ytimg.com/vi/vuMyYFvnTXg/hqdefault.jpg,1996,23,2025-06-20T07:01:03Z,music,thumbnails/vuMyYFvnTXg.jpg,2.0,1.0,82.9351388888889,134.605747867556
co-TFLbaZAE,“Gabriela” Performance Video | KATSEYE,10,198.0,0,8728333,https://i.ytimg.com/vi/co-TFLbaZAE/hqdefault.jpg,1813,4,2025-07-09T15:01:09Z,music,thumbnails/co-TFLbaZAE.jpg,5.0,1.0,69.3168287037037,75.0921516687585
cOD9RS5e88o,Naa Koduka Lyrical Video (Telugu) | Kuberaa | Nagarjuna | Dhanush | Rashmika | Sekhar Kammula | DSP,10,285.0,24,8353206,https://i.ytimg.com/vi/cOD9RS5e88o/hqdefault.jpg,2593,25,2025-06-18T15:13:01Z,music,thumbnails/cOD9RS5e88o.jpg,1.0,1.0,51.463425925925904,43.5489610842715
2eElkGOFVWA,Jaloliddin Ahmadaliyev - Yuragimey (Official Music Video),10,266.0,13,8365886,https://i.ytimg.com/vi/2eElkGOFVWA/hqdefault.jpg,796,29,2025-06-14T14:00:03Z,music,thumbnails/2eElkGOFVWA.jpg,9.0,3.0,51.8047685185185,37.1049558251169
MPcg4pdmHbA,He really made it iconic 😂💯 #song #music #ytshorts #youtubeshorts,22,20.0,4,16965566,https://i.ytimg.com/vi/MPcg4pdmHbA/hqdefault.jpg,37,12,2025-07-01T10:30:28Z,music,thumbnails/MPcg4pdmHbA.jpg,7.0,1.0,112.837540509259,23.6254534558503
bIrKxUD3vOE,he makes full music from one cup #interviewshorts #funny #comedian #bts #funniestvideo #comedyskits,22,117.0,0,14968699,https://i.ytimg.com/vi/bIrKxUD3vOE/hqdefault.jpg,0,20,2025-06-23T04:28:42Z,music,thumbnails/bIrKxUD3vOE.jpg,4.0,2.0,24.6507349537037,37.4316825013483
D9DiMnlpFK8,"Humsafar Song | Saiyaara | Ahaan Panday | Aneet Padda| Sachet Tandon, Parampara Tandon, Irshad Kamil",10,192.0,22,7525338,https://i.ytimg.com/vi/D9DiMnlpFK8/hqdefault.jpg,2185,19,2025-06-24T05:30:12Z,music,thumbnails/D9DiMnlpFK8.jpg,5.0,3.0,73.4376967592593,27.2329975265056
ErZSJc7YXO4,Man saves a bee's life #comedy #music #parody of Beautiful Things by Benson Boone,23,17.0,0,16826538,https://i.ytimg.com/vi/ErZSJc7YXO4/hqdefault.jpg,0,10,2025-07-03T09:45:02Z,music,thumbnails/ErZSJc7YXO4.jpg,2.0,2.0,94.9674247685185,62.0643111468302
Cf1hKtrA9lg,Ed Sheeran - Drive (From F1® The Movie) [Official Music Video],10,190.0,28,7453518,https://i.ytimg.com/vi/Cf1hKtrA9lg/hqdefault.jpg,1949,23,2025-06-20T13:01:13Z,music,thumbnails/Cf1hKtrA9lg.jpg,8.0,3.0,64.0939872685185,16.3729923857363
MsIvMhtPFwA,IShowSpeed - Higher (Official Music Video),20,167.0,1,7342900,https://i.ytimg.com/vi/MsIvMhtPFwA/hqdefault.jpg,841,27,2025-06-16T16:00:07Z,music,thumbnails/MsIvMhtPFwA.jpg,1.0,1.0,93.9627141203704,22.5205254314965
yb9ecZTHhrE,Party Tunes – Brainrot Rap Pt. 3 [Official Video],10,112.0,0,7134345,https://i.ytimg.com/vi/yb9ecZTHhrE/hqdefault.jpg,1228,22,2025-06-21T10:00:06Z,music,thumbnails/yb9ecZTHhrE.jpg,6.0,4.0,67.9126678240741,35.5566795949067
9xA0a_Otmp8,SAADGI Monalisa Song | Utkarsh Singh | Official Music Video | मोनालिसा सादगी |,10,251.0,40,7068523,https://i.ytimg.com/vi/9xA0a_Otmp8/hqdefault.jpg,2557,29,2025-06-14T04:20:48Z,music,thumbnails/9xA0a_Otmp8.jpg,1.0,1.0,138.398825231481,42.9034232798929
